"","City","State.short","State.full","County","City.alias","address","lon","lat"
"2799","Post","TX","Texas","GARZA","Post","Post, Texas",-101.3781941,33.1909283
"2800","Ralls","TX","Texas","CROSBY","Cone","Cone, Texas",-101.3876574,33.7973048
"2801","Spade","TX","Texas","LAMB","Spade","Spade, Texas",-102.1535093,33.9262001
"2802","Spur","TX","Texas","DICKENS","Spur","Spur, Texas",-100.8556857,33.4764767
"2803","Sundown","TX","Texas","HOCKLEY","Sundown","Sundown, Texas",-102.4893574,33.456207
"2804","Anson","TX","Texas","JONES","Radium","Radium, Texas",-99.9953768,32.8292783
"2805","Aspermont","TX","Texas","STONEWALL","Peacock","Peacock, Texas",-100.398889,33.182222
"2806","Clyde","TX","Texas","CALLAHAN","Eula","Eula, Texas",-99.5608139,32.3413619
"2807","Ira","TX","Texas","SCURRY","Ira","Ira, Texas",-101.002063,32.5820563
"2808","Lawn","TX","Texas","TAYLOR","Lawn","Lawn, Texas",-99.7498066,32.1348596
"2809","Merkel","TX","Texas","TAYLOR","Noodle","Noodle, Texas",-100.0520431,32.60234
"2810","Novice","TX","Texas","COLEMAN","Content","Content, Texas",NA,NA
"2811","Novice","TX","Texas","COLEMAN","Novice","Novice, Texas",-99.6236862,31.9895873
"2812","Rule","TX","Texas","HASKELL","Rolls","Rolls, Texas",-99.9018131,31.9685988
"2813","Rule","TX","Texas","HASKELL","Rule","Rule, Texas",-99.8937059,33.1845446
"2814","Winters","TX","Texas","RUNNELS","Crews","Crews, Texas",-99.780916,31.9348679
"2815","Winters","TX","Texas","RUNNELS","Winters","Winters, Texas",-99.962313,31.9565343
"2816","Winters","TX","Texas","RUNNELS","Bradshaw","Bradshaw, Texas",-99.8978674,32.0984723
"2817","Abilene","TX","Texas","TAYLOR","Impact","Impact, Texas",-99.7459225,32.4998458
"2818","Goldsmith","TX","Texas","ECTOR","Goldsmith","Goldsmith, Texas",-102.6151505,31.9806732
"2819","Grandfalls","TX","Texas","WARD","Royalty","Royalty, Texas",-102.8670981,31.3723616
"2820","Wink","TX","Texas","WINKLER","Wink","Wink, Texas",-103.1598876,31.7512396
"2821","Clint","TX","Texas","EL PASO","Clint","Clint, Texas",-106.2241449,31.592337
"2822","Valentine","TX","Texas","PRESIDIO","Valentine","Valentine, Texas",-104.4965912,30.5873662
"2823","Agate","CO","Colorado","ELBERT","Agate","Agate, Colorado",-103.9423755,39.4614985
"2824","Kiowa","CO","Colorado","ELBERT","Kiowa","Kiowa, Colorado",-104.4644112,39.3472095
"2825","Larkspur","CO","Colorado","DOUGLAS","Larkspur","Larkspur, Colorado",-104.887203,39.2286021
"2826","Conifer","CO","Colorado","JEFFERSON","Conifer","Conifer, Colorado",-105.3056996,39.5202516
"2827","Rand","CO","Colorado","JACKSON","Rand","Rand, Colorado",-106.1814128,40.4538703
"2828","Steamboat Springs","CO","Colorado","ROUTT","Steamboat","Steamboat, Colorado",-106.8317158,40.4849769
"2829","Longmont","CO","Colorado","WELD","Firestone","Firestone, Colorado",-104.9366436,40.1124839
"2830","Firestone","CO","Colorado","WELD","Firestone","Firestone, Colorado",-104.9366436,40.1124839
"2831","Hygiene","CO","Colorado","BOULDER","Hygiene","Hygiene, Colorado",-105.1781092,40.1893942
"2832","Carr","CO","Colorado","WELD","Carr","Carr, Colorado",-104.8783379,40.893219
"2833","Orchard","CO","Colorado","MORGAN","Orchard","Orchard, Colorado",-104.1180962,40.3310766
"2834","Brush","CO","Colorado","MORGAN","Brush","Brush, Colorado",-103.6238367,40.2588686
"2835","Crook","CO","Colorado","LOGAN","Crook","Crook, Colorado",-102.8010264,40.8588799
"2836","Idalia","CO","Colorado","YUMA","Hale","Hale, Colorado",-102.142688,39.6297158
"2837","Merino","CO","Colorado","LOGAN","Merino","Merino, Colorado",-103.3513279,40.4824824
"2838","Wray","CO","Colorado","YUMA","Laird","Laird, Colorado",-102.1035224,40.0824905
"2839","Yuma","CO","Colorado","YUMA","Yuma","Yuma, Colorado",-102.7252096,40.1222084
"2840","Cope","CO","Colorado","WASHINGTON","Cope","Cope, Colorado",-102.8507483,39.6638755
"2841","Divide","CO","Colorado","TELLER","Divide","Divide, Colorado",-105.1576396,38.9422556
"2842","Kirk","CO","Colorado","YUMA","Kirk","Kirk, Colorado",-102.5920293,39.6128529
"2843","Victor","CO","Colorado","TELLER","Goldfield","Goldfield, Colorado",-105.126091,38.7177669
"2844","Colorado Springs","CO","Colorado","EL PASO","Security","Security, Colorado",-104.7404269,38.7640957
"2845","Pueblo","CO","Colorado","PUEBLO","Pueblo","Pueblo, Colorado",-104.6091409,38.2544472
"2846","Pueblo","CO","Colorado","PUEBLO","Pinon","Pinon, Colorado",-108.4006413,38.2666564
"2847","Hasty","CO","Colorado","BENT","Hasty","Hasty, Colorado",-102.9579459,38.1085629
"2848","Holly","CO","Colorado","PROWERS","Holly","Holly, Colorado",-102.122685,38.0522337
"2849","Model","CO","Colorado","LAS ANIMAS","Model","Model, Colorado",-104.2449743,37.3722372
"2850","Walsenburg","CO","Colorado","HUERFANO","Toltec","Toltec, Colorado",-105.7820674,39.5500507
"2851","Walsenburg","CO","Colorado","HUERFANO","Mutual","Mutual, Colorado",-105.7820674,39.5500507
"2852","Weston","CO","Colorado","LAS ANIMAS","Vigil","Vigil, Colorado",-104.9416651,37.1611305
"2853","Ignacio","CO","Colorado","LA PLATA","Tiffany","Tiffany, Colorado",-107.5381081,37.0327823
"2854","La Jara","CO","Colorado","CONEJOS","Bountiful","Bountiful, Colorado",-105.9788125,37.2291332
"2855","Moffat","CO","Colorado","SAGUACHE","Mirage","Mirage, Colorado",-105.7820674,39.5500507
"2856","Monte Vista","CO","Colorado","RIO GRANDE","Lariat","Lariat, Colorado",-105.7820674,39.5500507
"2857","Romeo","CO","Colorado","CONEJOS","Romeo","Romeo, Colorado",-105.9853004,37.1722327
"2858","Salida","CO","Colorado","CHAFFEE","Turret","Turret, Colorado",-105.9889016,38.6402743
"2859","Almont","CO","Colorado","GUNNISON","Rainbow","Rainbow, Colorado",-105.7820674,39.5500507
"2860","Canon City","CO","Colorado","FREMONT","Penitentiary","Penitentiary, Colorado",-105.7820674,39.5500507
"2861","Monarch","CO","Colorado","CHAFFEE","Monarch","Monarch, Colorado",-106.2939187,38.5526022
"2862","Durango","CO","Colorado","LA PLATA","Purgatory","Purgatory, Colorado",-107.8138996,37.6299909
"2863","Dolores","CO","Colorado","MONTEZUMA","Stoner","Stoner, Colorado",-108.3200841,37.5894381
"2864","Hesperus","CO","Colorado","LA PLATA","Hesperus","Hesperus, Colorado",-108.0395165,37.2861114
"2865","Marvel","CO","Colorado","LA PLATA","Marvel","Marvel, Colorado",-108.1267413,37.1125001
"2866","Rico","CO","Colorado","DOLORES","Rico","Rico, Colorado",-108.0303502,37.6927729
"2867","Bedrock","CO","Colorado","MONTROSE","Bedrock","Bedrock, Colorado",-108.8909363,38.3149897
"2868","Paonia","CO","Colorado","DELTA","Bowie","Bowie, Colorado",-107.5400563,38.9213767
"2869","Paradox","CO","Colorado","MONTROSE","Paradox","Paradox, Colorado",-108.9641891,38.3686459
"2870","Telluride","CO","Colorado","SAN MIGUEL","Pandora","Pandora, Colorado",-107.7856178,37.9333274
"2871","Gateway","CO","Colorado","MESA","Gateway","Gateway, Colorado",-108.9768837,38.6806958
"2872","Mack","CO","Colorado","MESA","Mack","Mack, Colorado",-108.8651045,39.2238692
"2873","Dinosaur","CO","Colorado","MOFFAT","Dinosaur","Dinosaur, Colorado",-109.0145613,40.243578
"2874","Aspen","CO","Colorado","PITKIN","Aspen","Aspen, Colorado",-106.8175387,39.1910983
"2875","Basalt","CO","Colorado","EAGLE","Basalt","Basalt, Colorado",-107.0785013,39.3724811
"2876","Carbondale","CO","Colorado","GARFIELD","Marble","Marble, Colorado",-107.1889377,39.0722106
"2877","Craig","CO","Colorado","MOFFAT","Lay","Lay, Colorado",-107.8820209,40.5266363
"2878","Edwards","CO","Colorado","EAGLE","Cordillera","Cordillera, Colorado",-106.680714,39.6141117
"2879","Parachute","CO","Colorado","GARFIELD","Parachute","Parachute, Colorado",-108.0528529,39.4519225
"2880","Battlement Mesa","CO","Colorado","GARFIELD","Parachute","Parachute, Colorado",-108.0528529,39.4519225
"2881","Gypsum","CO","Colorado","EAGLE","Gypsum","Gypsum, Colorado",-106.9491072,39.6446532
"2882","Hamilton","CO","Colorado","MOFFAT","Pagoda","Pagoda, Colorado",-107.4158936,40.3369199
"2883","Meeker","CO","Colorado","RIO BLANCO","Meeker","Meeker, Colorado",-107.9131299,40.0374733
"2884","Rifle","CO","Colorado","GARFIELD","Antlers","Antlers, Colorado",-107.7278399,39.5433138
"2885","Rifle","CO","Colorado","GARFIELD","Rifle","Rifle, Colorado",-107.7831198,39.5347023
"2886","Silt","CO","Colorado","GARFIELD","Silt","Silt, Colorado",-107.6561707,39.5485917
"2887","Cheyenne","WY","Wyoming","LARAMIE","Cheyenne","Cheyenne, Wyoming",-104.8202462,41.1399814
"2888","Fe Warren AFB","WY","Wyoming","LARAMIE","Cheyenne","Cheyenne, Wyoming",-104.8202462,41.1399814
"2889","Bosler","WY","Wyoming","ALBANY","Lookout","Lookout, Wyoming",-105.80222,41.665804
"2890","Carpenter","WY","Wyoming","LARAMIE","Carpenter","Carpenter, Wyoming",-104.3644652,41.04573
"2891","Wheatland","WY","Wyoming","PLATTE","Bordeaux","Bordeaux, Wyoming",-104.8446914,41.9360813
"2892","Guernsey","WY","Wyoming","PLATTE","Guernsey","Guernsey, Wyoming",-104.7416308,42.2696908
"2893","Lusk","WY","Wyoming","NIOBRARA","Node","Node, Wyoming",-104.2981162,42.7191009
"2894","Veteran","WY","Wyoming","GOSHEN","Veteran","Veteran, Wyoming",-104.3805119,41.9644119
"2895","Encampment","WY","Wyoming","CARBON","Encampment","Encampment, Wyoming",-106.8001396,41.2060709
"2896","Basin","WY","Wyoming","BIG HORN","Basin","Basin, Wyoming",-108.0389895,44.3799574
"2897","Emblem","WY","Wyoming","BIG HORN","Emblem","Emblem, Wyoming",-108.3917798,44.5057886
"2898","Shell","WY","Wyoming","BIG HORN","Shell","Shell, Wyoming",-107.7798127,44.5355158
"2899","Wapiti","WY","Wyoming","PARK","Wapiti","Wapiti, Wyoming",-109.4379067,44.4677264
"2900","Lander","WY","Wyoming","FREMONT","Lander","Lander, Wyoming",-108.7306725,42.833014
"2901","Douglas","WY","Wyoming","CONVERSE","Bill","Bill, Wyoming",-105.2602574,43.2319119
"2902","Recluse","WY","Wyoming","CAMPBELL","Recluse","Recluse, Wyoming",-105.7080682,44.7409267
"2903","Banner","WY","Wyoming","SHERIDAN","Story","Story, Wyoming",-106.8867261,44.574694
"2904","Banner","WY","Wyoming","SHERIDAN","Banner","Banner, Wyoming",-106.8653374,44.6013609
"2905","Story","WY","Wyoming","SHERIDAN","Story","Story, Wyoming",-106.8867261,44.574694
"2906","Wolf","WY","Wyoming","SHERIDAN","Wolf","Wolf, Wyoming",-107.2389653,44.7716355
"2907","Cora","WY","Wyoming","SUBLETTE","Cora","Cora, Wyoming",-109.9796027,42.9396642
"2908","Moose","WY","Wyoming","TETON","Moose","Moose, Wyoming",-110.7182647,43.6557657
"2909","Frontier","WY","Wyoming","LINCOLN","Frontier","Frontier, Wyoming",-110.5371138,41.8141133
"2910","Opal","WY","Wyoming","LINCOLN","Opal","Opal, Wyoming",-110.3259951,41.7691159
"2911","Arimo","ID","Idaho","BANNOCK","Robin","Robin, Idaho",-112.246635,42.5771384
"2912","Bancroft","ID","Idaho","CARIBOU","Pebble","Pebble, Idaho",-112.000516,42.7440841
"2913","Basalt","ID","Idaho","BINGHAM","Basalt","Basalt, Idaho",-112.1644173,43.3154712
"2914","Blackfoot","ID","Idaho","BINGHAM","Blackfoot","Blackfoot, Idaho",-112.3449773,43.1904709
"2915","Challis","ID","Idaho","CUSTER","Challis","Challis, Idaho",-114.2317308,44.5046445
"2916","Cobalt","ID","Idaho","LEMHI","Cobalt","Cobalt, Idaho",-114.2317436,45.092976
"2917","Cobalt","ID","Idaho","LEMHI","Challis","Challis, Idaho",-114.2317308,44.5046445
"2918","Dingle","ID","Idaho","BEAR LAKE","Dingle","Dingle, Idaho",-111.2679797,42.2193736
"2919","Firth","ID","Idaho","BINGHAM","Firth","Firth, Idaho",-112.1830288,43.3051934
"2920","Grace","ID","Idaho","CARIBOU","Bench","Bench, Idaho",-111.6802252,42.5035325
"2921","Grace","ID","Idaho","CARIBOU","Niter","Niter, Idaho",-111.7307832,42.5035319
"2922","Grace","ID","Idaho","CARIBOU","Grace","Grace, Idaho",-111.7305061,42.5760314
"2923","Lava Hot Springs","ID","Idaho","BANNOCK","Topaz","Topaz, Idaho",-114.7420408,44.0682019
"2924","Mackay","ID","Idaho","CUSTER","Chilly","Chilly, Idaho",-113.8789247,44.0776943
"2925","Malad City","ID","Idaho","ONEIDA","Stone","Stone, Idaho",-112.6952567,42.0163081
"2926","May","ID","Idaho","LEMHI","May","May, Idaho",-113.9119973,44.6043694
"2927","Stanley","ID","Idaho","CUSTER","Sunbeam","Sunbeam, Idaho",-114.734243,44.2710233
"2928","Thatcher","ID","Idaho","FRANKLIN","Grace","Grace, Idaho",-111.7305061,42.5760314
"2929","Bliss","ID","Idaho","GOODING","Bliss","Bliss, Idaho",-114.9495057,42.9268461
"2930","Burley","ID","Idaho","CASSIA","View","View, Idaho",-113.6972343,42.450743
"2931","Corral","ID","Idaho","CAMAS","Corral","Corral, Idaho",-114.9986153,43.3572343
"2932","Dietrich","ID","Idaho","LINCOLN","Shoshone","Shoshone, Idaho",-114.4058752,42.9360165
"2933","Filer","ID","Idaho","TWIN FALLS","Curry","Curry, Idaho",-114.5553192,42.5637984
"2934","Hailey","ID","Idaho","BLAINE","Triumph","Triumph, Idaho",-114.2542131,43.6449079
"2935","Oakley","ID","Idaho","CASSIA","Basin","Basin, Idaho",-113.7844575,42.245467
"2936","Shoshone","ID","Idaho","LINCOLN","Shoshone","Shoshone, Idaho",-114.4058752,42.9360165
"2937","Idaho Falls","ID","Idaho","BONNEVILLE","Bone","Bone, Idaho",-111.7952381,43.3124172
"2938","Driggs","ID","Idaho","TETON","Bates","Bates, Idaho",-111.200779,43.6915828
"2939","Dubois","ID","Idaho","CLARK","Small","Small, Idaho",-114.7420408,44.0682019
"2940","Felt","ID","Idaho","TETON","Felt","Felt, Idaho",-111.1846682,43.8729718
"2941","Irwin","ID","Idaho","BONNEVILLE","Palisades","Palisades, Idaho",-111.2177214,43.3518627
"2942","Carmen","ID","Idaho","LEMHI","Carmen","Carmen, Idaho",-113.8934018,45.2424203
"2943","Salmon","ID","Idaho","LEMHI","Salmon","Salmon, Idaho",-113.8959008,45.1757547
"2944","Peck","ID","Idaho","NEZ PERCE","Peck","Peck, Idaho",-116.4243109,46.4751758
"2945","Pierce","ID","Idaho","CLEARWATER","Headquarters","Headquarters, Idaho",-115.8093107,46.6299087
"2946","Bruneau","ID","Idaho","OWYHEE","Riddle","Riddle, Idaho",-116.1103799,42.1868432
"2947","Caldwell","ID","Idaho","CANYON","Doles","Doles, Idaho",-116.7837532,43.6696043
"2948","Council","ID","Idaho","ADAMS","Hornet","Hornet, Idaho",-114.7420408,44.0682019
"2949","Council","ID","Idaho","ADAMS","Council","Council, Idaho",-116.4381985,44.7298876
"2950","Council","ID","Idaho","ADAMS","Bear","Bear, Idaho",-116.6720922,45.0243233
"2951","Donnelly","ID","Idaho","VALLEY","Tamarack","Tamarack, Idaho",-116.3856896,44.9551656
"2952","Eagle","ID","Idaho","ADA","Pearl","Pearl, Idaho",-116.3173499,43.8557215
"2953","Garden Valley","ID","Idaho","BOISE","Crouch","Crouch, Idaho",-115.970954,44.1151717
"2954","Melba","ID","Idaho","CANYON","Melba","Melba, Idaho",-116.5290116,43.3754405
"2955","Mountain Home","ID","Idaho","ELMORE","Oasis","Oasis, Idaho",-115.5787841,43.3480061
"2956","New Meadows","ID","Idaho","ADAMS","Meadows","Meadows, Idaho",-116.2840176,44.9712808
"2957","Ola","ID","Idaho","GEM","Gross","Gross, Idaho",-116.3076394,44.3132222
"2958","Star","ID","Idaho","ADA","Star","Star, Idaho",-116.4934631,43.6921071
"2959","Sweet","ID","Idaho","GEM","Sweet","Sweet, Idaho",-116.3245755,43.972945
"2960","Weiser","ID","Idaho","WASHINGTON","Jonathan","Jonathan, Idaho",-117.0535029,44.2673856
"2961","Clark Fork","ID","Idaho","BONNER","Cabinet","Cabinet, Idaho",-116.0735071,48.0843715
"2962","Tensed","ID","Idaho","BENEWAH","Tensed","Tensed, Idaho",-116.9218365,47.1598989
"2963","Bluebell","UT","Utah","DUCHESNE","Bluebell","Bluebell, Utah",-110.2183786,40.3594438
"2964","Bountiful","UT","Utah","DAVIS","Bountiful","Bountiful, Utah",-111.880771,40.8893895
"2965","Clearfield","UT","Utah","DAVIS","Arsenal","Arsenal, Utah",-112.022998,41.1341107
"2966","Dugway","UT","Utah","TOOELE","Terra","Terra, Utah",-112.6266272,40.3213315
"2967","Fort Duchesne","UT","Utah","UINTAH","Gusher","Gusher, Utah",-109.8184782,40.3019044
"2968","Heber City","UT","Utah","WASATCH","Hailstone","Hailstone, Utah",-111.4101883,40.6082855
"2969","Kamas","UT","Utah","SUMMIT","Hideout","Hideout, Utah",-111.3977787,40.6416751
"2970","Manila","UT","Utah","DAGGETT","Manila","Manila, Utah",-109.7226498,40.9880142
"2971","Orem","UT","Utah","UTAH","Bunker","Bunker, Utah",-111.7335394,40.3082858
"2972","Orem","UT","Utah","UTAH","Vineyard","Vineyard, Utah",-111.7495419,40.3056601
"2973","Orem","UT","Utah","UTAH","Bonnie","Bonnie, Utah",-111.0937311,39.3209801
"2974","Roosevelt","UT","Utah","DUCHESNE","Monarch","Monarch, Utah",-110.1054323,40.4171766
"2975","Sandy","UT","Utah","SALT LAKE","Sandy","Sandy, Utah",-111.8389726,40.5649781
"2976","Vernal","UT","Utah","UINTAH","Vernal","Vernal, Utah",-109.5287479,40.4555157
"2977","Sandy","UT","Utah","SALT LAKE","Snowbird","Snowbird, Utah",-111.6556388,40.5829259
"2978","South Jordan","UT","Utah","SALT LAKE","Daybreak","Daybreak, Utah",-112.0178286,40.5487942
"2979","Salt Lake City","UT","Utah","SALT LAKE","Solitude","Solitude, Utah",-111.5932552,40.6210616
"2980","Corinne","UT","Utah","BOX ELDER","Promontory","Promontory, Utah",-112.546791,41.61977
"2981","Fielding","UT","Utah","BOX ELDER","Fielding","Fielding, Utah",-112.1160644,41.8146489
"2982","Park Valley","UT","Utah","BOX ELDER","Rosette","Rosette, Utah",-113.4130548,41.8185306
"2983","Bluff","UT","Utah","SAN JUAN","Bluff","Bluff, Utah",-109.5517877,37.2844448
"2984","Emery","UT","Utah","EMERY","Emery","Emery, Utah",-111.2487809,38.9230307
"2985","Helper","UT","Utah","CARBON","Helper","Helper, Utah",-110.8546053,39.6841304
"2986","Moab","UT","Utah","GRAND","Arches","Arches, Utah",-109.5925139,38.733081
"2987","Lake Powell","UT","Utah","SAN JUAN","Bullfrog","Bullfrog, Utah",NA,NA
"2988","Provo","UT","Utah","UTAH","Provo","Provo, Utah",-111.6585337,40.2338438
"2989","Delta","UT","Utah","MILLARD","Oasis","Oasis, Utah",-112.6282819,39.2938455
"2990","Fairview","UT","Utah","SANPETE","Thistle","Thistle, Utah",-111.4982447,39.9913448
"2991","Hinckley","UT","Utah","MILLARD","Topaz","Topaz, Utah",-111.0937311,39.3209801
"2992","Meadow","UT","Utah","MILLARD","Meadow","Meadow, Utah",-112.4104943,38.8857984
"2993","Salina","UT","Utah","SEVIER","Gooseberry","Gooseberry, Utah",-111.6871367,38.8030252
"2994","Antimony","UT","Utah","GARFIELD","Antimony","Antimony, Utah",-111.99964,38.1169284
"2995","Antimony","UT","Utah","GARFIELD","Angle","Angle, Utah",-111.9765847,38.2491504
"2996","Beryl","UT","Utah","IRON","Beryl","Beryl, Utah",-113.6613561,37.8958016
"2997","Hatch","UT","Utah","GARFIELD","Hatch","Hatch, Utah",-112.4343738,37.6497018
"2998","Hurricane","UT","Utah","WASHINGTON","Hurricane","Hurricane, Utah",-113.2899484,37.1752607
"2999","Junction","UT","Utah","PIUTE","Junction","Junction, Utah",-112.2199252,38.2374788
"3000","Newcastle","UT","Utah","IRON","Pinto","Pinto, Utah",-111.0937311,39.3209801
"3001","Panguitch","UT","Utah","GARFIELD","Spry","Spry, Utah",-112.3640953,38.0216437
"3002","Tropic","UT","Utah","GARFIELD","Tropic","Tropic, Utah",-112.0821359,37.6252615
"3003","Virgin","UT","Utah","WASHINGTON","Virgin","Virgin, Utah",-113.1882792,37.208316
"3004","Phoenix","AZ","Arizona","MARICOPA","Anthem","Anthem, Arizona",-112.1357339,33.8652315
"3005","Eloy","AZ","Arizona","PINAL","Toltec","Toltec, Arizona",-111.612786,32.7927719
"3006","Maricopa","AZ","Arizona","PINAL","Mobile","Mobile, Arizona",-112.2721302,33.0548688
"3007","Congress","AZ","Arizona","YAVAPAI","Congress","Congress, Arizona",-112.8507374,34.162526
"3008","Roll","AZ","Arizona","YUMA","Roll","Roll, Arizona",-113.9890993,32.7517127
"3009","Yuma","AZ","Arizona","YUMA","Yuma","Yuma, Arizona",-114.6276916,32.6926512
"3010","Surprise","AZ","Arizona","MARICOPA","Surprise","Surprise, Arizona",-112.3679279,33.6292337
"3011","Carefree","AZ","Arizona","MARICOPA","Carefree","Carefree, Arizona",-111.918203,33.8222611
"3012","Globe","AZ","Arizona","GILA","Globe","Globe, Arizona",-110.7864984,33.3942223
"3013","Pine","AZ","Arizona","GILA","Strawberry","Strawberry, Arizona",-111.4934754,34.4078063
"3014","Young","AZ","Arizona","GILA","Young","Young, Arizona",-110.9637358,34.1014318
"3015","Benson","AZ","Arizona","COCHISE","Mescal","Mescal, Arizona",-110.4346561,31.9716776
"3016","Bowie","AZ","Arizona","COCHISE","Bowie","Bowie, Arizona",-109.4870642,32.3259301
"3017","Dragoon","AZ","Arizona","COCHISE","Dragoon","Dragoon, Arizona",-110.0380342,32.0306741
"3018","Huachuca City","AZ","Arizona","COCHISE","Whetstone","Whetstone, Arizona",-110.3368391,31.7048224
"3019","Oracle","AZ","Arizona","PINAL","Oracle","Oracle, Arizona",-110.7709348,32.6109054
"3020","Sahuarita","AZ","Arizona","PIMA","Continental","Continental, Arizona",-110.9748125,31.8523066
"3021","San Simon","AZ","Arizona","COCHISE","Portal","Portal, Arizona",-109.1414495,31.9137028
"3022","Sells","AZ","Arizona","PIMA","Sells","Sells, Arizona",-111.881234,31.9120215
"3023","Sierra Vista","AZ","Arizona","COCHISE","Fry","Fry, Arizona",-110.29508,31.5567617
"3024","Tombstone","AZ","Arizona","COCHISE","Tombstone","Tombstone, Arizona",-110.0675764,31.7128683
"3025","Tumacacori","AZ","Arizona","SANTA CRUZ","Carmen","Carmen, Arizona",-111.0528707,31.5866769
"3026","Tucson","AZ","Arizona","PIMA","Mission","Mission, Arizona",-111.0937311,34.0489281
"3027","Tucson","AZ","Arizona","PIMA","Sun","Sun, Arizona",-112.2718239,33.5975393
"3028","Blue","AZ","Arizona","GREENLEE","Blue","Blue, Arizona",-109.0917618,33.6364973
"3029","Snowflake","AZ","Arizona","NAVAJO","Snowflake","Snowflake, Arizona",-110.0784491,34.5133698
"3030","Woodruff","AZ","Arizona","NAVAJO","Snowflake","Snowflake, Arizona",-110.0784491,34.5133698
"3031","Parks","AZ","Arizona","COCONINO","Parks","Parks, Arizona",-111.9487743,35.2605664
"3032","Fredonia","AZ","Arizona","COCONINO","Moccasin","Moccasin, Arizona",-112.7588162,36.9094295
"3033","Page","AZ","Arizona","COCONINO","Page","Page, Arizona",-111.4558333,36.9147222
"3034","Chloride","AZ","Arizona","MOHAVE","Chloride","Chloride, Arizona",-114.1985922,35.4139585
"3035","Valentine","AZ","Arizona","MOHAVE","Valentine","Valentine, Arizona",-113.6577185,35.3874951
"3036","Yucca","AZ","Arizona","MOHAVE","Yucca","Yucca, Arizona",-114.1494117,34.8722245
"3037","Chambers","AZ","Arizona","APACHE","Chambers","Chambers, Arizona",-109.4331614,35.1886352
"3038","Ganado","AZ","Arizona","APACHE","Cornfields","Cornfields, Arizona",-109.680531,35.6517926
"3039","Pinon","AZ","Arizona","NAVAJO","Pinon","Pinon, Arizona",-110.2259609,36.1008342
"3040","Blue Gap","AZ","Arizona","NAVAJO","Pinon","Pinon, Arizona",-110.2259609,36.1008342
"3041","Coyote","NM","New Mexico","RIO ARRIBA","Coyote","Coyote, New Mexico",-106.6164252,36.1675174
"3042","Counselor","NM","New Mexico","SANDOVAL","Counselor","Counselor, New Mexico",-107.4578264,36.2091806
"3043","Grants","NM","New Mexico","CIBOLA","Grants","Grants, New Mexico",-107.8514466,35.14726
"3044","Grants","NM","New Mexico","CIBOLA","Anaconda","Anaconda, New Mexico",NA,NA
"3045","Regina","NM","New Mexico","SANDOVAL","Regina","Regina, New Mexico",-106.9567082,36.1841855
"3046","Tome","NM","New Mexico","VALENCIA","Tome","Tome, New Mexico",-106.7259305,34.7482495
"3047","Zuni","NM","New Mexico","MCKINLEY","Zuni","Zuni, New Mexico",-108.8484168,35.0694767
"3048","Navajo","NM","New Mexico","MCKINLEY","Navajo","Navajo, New Mexico",-109.0339832,35.9000121
"3049","Aztec","NM","New Mexico","SAN JUAN","Aztec","Aztec, New Mexico",-107.9928455,36.8222261
"3050","SF","NM","New Mexico","SANTA FE","Sf","Sf, New Mexico",-105.937799,35.6869752
"3051","Embudo","NM","New Mexico","RIO ARRIBA","Junta","Junta, New Mexico",-105.8700901,34.5199402
"3052","Hernandez","NM","New Mexico","RIO ARRIBA","Chili","Chili, New Mexico",-106.1497467,36.1050216
"3053","Llano","NM","New Mexico","TAOS","Llano","Llano, New Mexico",-105.681682,36.1400257
"3054","Questa","NM","New Mexico","TAOS","Columbine","Columbine, New Mexico",-105.8700901,34.5199402
"3055","Questa","NM","New Mexico","TAOS","Lama","Lama, New Mexico",-105.6183412,36.6497468
"3056","Vadito","NM","New Mexico","TAOS","Angostura","Angostura, New Mexico",-105.4902505,36.0993857
"3057","Anton Chico","NM","New Mexico","GUADALUPE","Dahlia","Dahlia, New Mexico",-105.2769498,35.1214409
"3058","Mosquero","NM","New Mexico","HARDING","Albert","Albert, New Mexico",-103.8652454,35.9344805
"3059","Wagon Mound","NM","New Mexico","MORA","Levy","Levy, New Mexico",-104.6866572,36.0880911
"3060","Socorro","NM","New Mexico","SOCORRO","Campus","Campus, New Mexico",-105.8700901,34.5199402
"3061","Hatch","NM","New Mexico","DONA ANA","Hatch","Hatch, New Mexico",-107.1530744,32.6653572
"3062","Winston","NM","New Mexico","SIERRA","Chloride","Chloride, New Mexico",-107.6778146,33.338681
"3063","Winston","NM","New Mexico","SIERRA","Dusty","Dusty, New Mexico",-107.6558736,33.6270095
"3064","Anthony","NM","New Mexico","DONA ANA","Chaparral","Chaparral, New Mexico",-106.4288088,32.0513075
"3065","Bayard","NM","New Mexico","GRANT","Vanadium","Vanadium, New Mexico",-108.1175429,32.7792424
"3066","Cliff","NM","New Mexico","GRANT","Cliff","Cliff, New Mexico",-108.6135032,32.9634373
"3067","Deming","NM","New Mexico","LUNA","Sunshine","Sunshine, New Mexico",-107.7525577,32.1381037
"3068","Organ","NM","New Mexico","DONA ANA","Organ","Organ, New Mexico",-106.6013218,32.4257966
"3069","Rodeo","NM","New Mexico","HIDALGO","Rodeo","Rodeo, New Mexico",-109.0311699,31.8353718
"3070","Chaparral","NM","New Mexico","DONA ANA","Chaparral","Chaparral, New Mexico",-106.4288088,32.0513075
"3071","Clovis","NM","New Mexico","CURRY","Clovis","Clovis, New Mexico",-103.2052272,34.4047987
"3072","Cannon AFB","NM","New Mexico","CURRY","Clovis","Clovis, New Mexico",-103.2052272,34.4047987
